Frame,Blender_Distance,Predicted_Distance,Absolute_Error,Relative_Error_%
115,23.57535947858984,20.5691838156002,3.0061756629896372,12.751346021763618
116,23.57535947858984,,,
117,23.57535947858984,,,
118,23.57535947858984,,,
119,23.57535947858984,20.625682042002364,2.949677436587475,12.511696541748385
120,23.57535947858984,20.679557135092924,2.8958023434969142,12.28317365055138
121,23.57535947858984,20.72406536269172,2.851294115898117,12.094382350723194
122,23.57535947858984,,,
123,23.57535947858984,20.83611049742886,2.73924898116098,11.619118612586382
124,23.57535947858984,,,
125,23.57535947858984,,,
126,23.57535947858984,21.10305646423179,2.4723030143580473,10.486809402008442
127,23.57535947858984,,,
128,23.57535947858984,,,
129,23.57535947858984,,,
130,23.57535947858984,,,
131,23.57535947858984,,,
132,23.57535947858984,21.68469214598,1.890667332609837,8.019675518953857
133,23.57535947858984,,,
134,23.57535947858984,22.088221228848603,1.4871382497412355,6.308019400899455
135,23.57535947858984,,,
136,23.57535947858984,22.47051898815023,1.10484049043961,4.686420546176529
137,23.57535947858984,22.650934457129363,0.9244250214604754,3.921149207926182
138,23.57535947858984,22.79101582627123,0.7843436523186078,3.3269637013633493
139,23.57535947858984,23.118559531233583,0.45679994735625584,1.9376160425935502
140,23.57535947858984,,,
141,23.57535947858984,23.4901747170986,0.08518476149123799,0.36132963982415306
142,23.57535947858984,23.677297346051517,0.10193786746167888,0.4323915720320389
143,23.57535947858984,23.85785996676937,0.282500488179533,1.1982870862948587
144,23.57535947858984,24.12768216975204,0.5523226911621997,2.342796476396452
145,23.57535947858984,24.407525653440786,0.832166174850947,3.529813301920956
