Frame,X,Y,Z
0,-7.841735747514243,2.593490728995596,28.31744715886869
1,-7.841110260101454,2.5932838620648035,28.31518844889293
2,-7.801515702773886,2.614120444908527,28.319706229228967
3,-7.814665196584636,2.632093499632945,28.29337281500788
4,-7.755101988060531,2.6122448801888103,28.299387562589203
5,-7.674983862840082,2.590091861604629,28.314344585209902
6,-7.589250004408668,2.569341557905659,28.325736881450226
7,-7.509006803700895,2.5302088142905186,28.294876262195437
8,-7.427269304716736,2.482539329247785,28.216908292524813
9,-7.300958518338341,2.4944941604322666,28.12227819062285
10,-7.179844667035329,2.4946917910885467,28.12450622722565
11,-7.060203359994398,2.3939770013774107,28.132678716101815
12,-6.902917167749099,2.4018922308834587,27.988503359656853
13,-6.744052027262705,2.3733421632642333,27.92660062617214
14,-6.583547378876209,2.3354479998459947,27.918066189193496
15,-6.412563757581041,2.331841366393106,27.87495230634766
16,-6.22291695083459,2.2810692359972458,27.746405942809652
17,-6.015613574997474,2.218382414700065,27.713192279208464
18,-5.775594917798644,2.1602206246609725,27.644574621286857
19,-5.523607445371808,2.106123702192128,27.55187315206376
20,-5.283050951498673,2.0542470109957836,27.47440427229144
21,-5.051063513110929,2.0039945724368966,27.409180427758297
22,-4.810473591798711,1.9517905147052144,27.338276293194745
23,-4.558419264493709,1.897038859165694,27.258704314389185
24,-4.294900531195922,1.8397396058183355,27.17046449134162
25,-4.0199173919053495,1.7798927546631398,27.07355682405204
26,-3.735834323026466,1.7173115378539394,26.97300253168887
27,-3.445015800963746,1.6518091875445686,26.87382283342051
28,-3.1474618257171896,1.5833857037350278,26.776017729246966
29,-2.8431723972867964,1.5120410864253162,26.679587219168244
30,-2.532147515672566,1.4377753356154344,26.58453130318433
31,-2.2143871808745006,1.3605884513053828,26.490849981295245
32,-1.8898913928925976,1.28048043349516,26.398543253500968
33,-1.5619780291542553,1.2009975700825775,26.294830431352217
34,-1.2339649670868698,1.125686148965445,26.16693082639971
35,-0.9058522066904416,1.0545461701437628,26.014844438643443
36,-0.5776397479649705,0.9875776336175304,25.83857126808341
37,-0.2600493381083386,0.9287476361012094,25.75732969104928
38,-0.017411460307836482,0.9018587578815644,26.486429965518962
39,0.1623877219963015,0.9018285339351936,27.937813080702533
40,0.4163617113499607,0.8743595938349176,28.867814713882503
41,0.7673460915107886,0.8104023758428729,29.069157477939275
42,1.1966881351302356,0.7211474162775069,28.655708674102506
43,1.5924714781170033,0.6737379330495012,28.31067210975006
44,1.9475394115072489,0.6694666727056168,28.13119245577872
45,2.3308680456092166,0.6489468966157357,28.01693393019123
